,originBikeStation,destBikeStation,uberTripTime,uberTripDistance,uberTripValue
250,12,47,960,2.85,£7-10
251,459,787,540,1.79,£5-7
252,154,360,600,1.54,£5-7
253,214,13,480,0.76,£5-6
254,163,729,900,2.46,£10-14
255,519,476,780,2.84,£7-10
256,449,74,1680,5.24,£12-16
257,755,405,300,0.79,£7-8
258,802,409,600,1.76,£5-7
259,332,662,660,1.93,£8-11
260,177,583,360,0.92,£6-7
261,356,386,1260,2.46,£12-16
262,481,453,840,3.43,£8-11
263,60,47,300,0.65,£5-6
264,730,655,600,1.37,£5-7
265,698,119,600,1.68,£5-7
266,441,221,420,0.72,£5-6
267,130,134,300,0.62,£5-6
268,541,190,600,1.78,£7-9
269,154,278,1020,2.46,£7-10
270,724,768,420,1.21,£5-6
271,787,786,240,0.16,£5-6
272,71,381,1080,1.97,£7-9
273,246,154,900,2.22,£9-12
274,144,283,900,2.39,£7-9
275,626,392,720,1.83,£6-8
276,569,194,960,2.24,£7-9
277,695,748,480,1.51,£6-9
278,271,76,300,1.23,£5-6
279,666,432,780,1.9,£6-8
280,260,592,1080,2.76,£9-12
281,262,388,720,1.59,£7-10
282,798,148,1980,4.3,£14-18
283,114,762,1380,3.14,£11-15
284,233,141,720,1.28,£6-8
285,483,501,540,0.96,£5-6
286,132,483,840,1.82,£6-8
287,399,553,480,1.49,£5-7
288,510,200,600,2.31,£6-8
