,originBikeStation,destBikeStation,uberTripTime,uberTripDistance,uberTripValue
103,770,739,900,2.12,£9-11
104,679,118,1200,3.05,£12-15
105,647,379,660,1.82,£6-8
106,44,376,1320,2.91,£8-11
107,141,562,1200,1.63,£7-9
108,186,360,1320,2.68,£8-11
109,734,673,300,0.72,£9-11
110,40,22,900,1.91,£6-9
111,233,141,780,1.28,£5-7
112,99,431,1500,2.91,£9-12
113,14,109,1260,2.19,£7-10
114,589,405,300,0.6,£6-7
115,410,121,660,1.54,£5-7
116,539,3,660,1.34,£5-7
117,480,798,2280,4.76,£12-17
118,66,367,1440,3.16,£11-14
119,248,191,480,1.33,£5-7
120,229,233,360,0.45,£5-6
121,780,618,360,0.6,£8-10
122,177,109,1200,2.25,£7-10
123,341,116,600,1.11,£5-7
124,12,300,1740,3.67,£10-14
125,533,578,300,0.75,£5-6
126,815,333,1800,4.32,£11-15
127,317,443,1620,2.91,£9-12
128,162,14,840,1.37,£5-8
129,806,54,1140,2.71,£8-11
130,83,278,1740,3.17,£10-13
131,446,718,300,0.62,£5-6
132,112,194,720,1.65,£7-9
133,349,366,360,0.41,£5-6
134,229,139,720,1.56,£5-8
135,653,341,1740,4.18,£16-21
136,154,95,1380,2.7,£8-11
137,101,202,840,1.53,£8-11
138,336,427,1020,2.54,£7-10
139,693,681,300,0.85,£7-9
140,356,701,900,2.16,£9-12
141,692,200,1320,3.52,£9-12
142,392,541,780,2.3,£8-11
143,358,541,960,1.43,£6-8
144,539,14,1200,3.06,£8-11
145,126,194,660,1.69,£7-10
146,302,684,660,1.77,£8-10
147,783,790,600,2.16,£6-8
148,300,265,600,1.66,£5-7
149,424,380,660,1.44,£5-7
150,432,350,300,0.63,£7-9
151,630,779,2340,4.93,£13-18
152,160,91,960,1.87,£6-9
153,779,467,1560,2.35,£8-11
154,320,813,660,0.97,£5-6
155,191,111,240,0.58,£5-6
156,95,136,420,0.85,£6-7
157,266,397,720,1.57,£7-9
158,511,112,1380,3.09,£9-12
159,719,33,1080,1.95,£7-9
160,350,300,240,0.52,£5-6
161,540,34,540,1.32,£6-8
162,378,133,600,1.29,£7-9
163,701,723,840,2.05,£9-13
164,45,98,780,1.41,£5-8
165,142,212,540,1.25,£5-7
166,191,303,240,0.21,£5-6
167,753,596,1140,2.67,£8-10
168,604,45,900,2.45,£7-9
169,94,387,900,2.26,£7-9
170,401,88,1440,3.0,£9-12
171,532,553,1380,3.93,£9-13
172,15,163,2220,3.58,£11-15
173,445,479,300,0.69,£5-6
174,387,737,1680,3.88,£10-14
175,286,34,960,2.63,£7-10
176,658,756,240,0.36,£6-8
177,440,233,1320,2.51,£8-11
178,679,218,600,1.86,£8-10
179,696,707,360,0.36,£7-9
180,229,272,720,1.72,£7-9
181,277,613,840,1.9,£6-8
182,573,270,1260,3.16,£10-14
183,40,593,1080,2.63,£7-10
184,574,75,420,1.11,£5-6
185,746,597,720,1.73,£7-9
186,2,138,1140,2.93,£8-11
187,270,132,2400,4.24,£12-17
188,95,377,720,1.66,£8-11
189,55,229,780,2.19,£8-11
190,126,154,840,2.01,£9-12
191,427,71,240,0.28,£7-9
192,724,596,540,1.51,£9-11
193,186,218,960,2.28,£7-9
194,215,361,1140,2.62,£10-13
