,originBikeStation,destBikeStation,uberTripTime,uberTripDistance,uberTripValue
83,229,202,1740,2.79,£9-12
84,662,723,720,1.88,£6-8
85,507,32,540,1.43,£5-7
86,754,157,720,1.98,£6-8
87,427,107,540,1.17,£5-6
88,356,216,360,0.67,£5-6
89,25,264,720,1.74,£6-8
90,492,496,480,1.31,£5-6
91,644,607,600,1.41,£5-7
92,14,108,1740,3.13,£9-13
93,384,150,480,1.16,£5-6
94,321,194,300,0.87,£5-6
95,652,571,720,1.72,£6-8
96,557,14,960,1.85,£6-9
97,112,54,420,0.9,£5-6
98,52,17,360,0.74,£5-6
99,702,732,1380,2.31,£8-11
100,119,42,360,0.41,£5-6
101,605,762,1140,2.56,£7-10
102,136,178,1380,3.37,£9-12
103,108,701,1320,3.22,£9-12
104,721,522,420,1.35,£5-6
105,119,75,360,0.93,£5-6
106,246,499,2280,4.35,£12-16
107,299,732,1500,3.02,£9-12
108,298,612,1740,4.63,£11-15
109,95,324,960,2.08,£6-9
110,378,292,300,0.88,£5-6
111,607,780,540,1.51,£5-7
112,165,111,720,1.79,£6-8
113,552,469,840,2.46,£7-9
114,760,394,360,0.8,£5-6
115,323,702,420,1.06,£5-6
116,180,167,720,1.83,£6-8
117,548,272,420,0.45,£5-6
118,348,64,960,1.77,£6-9
119,815,440,540,1.62,£5-7
120,748,785,1440,3.77,£10-13
121,278,112,1320,2.11,£7-10
122,126,154,840,2.01,£6-8
123,271,456,360,0.66,£5-6
124,500,564,1440,3.46,£9-12
125,756,190,720,1.93,£6-8
126,39,531,780,1.95,£6-8
127,782,392,840,1.74,£6-8
128,161,350,840,2.17,£6-9
129,181,541,480,1.3,£5-6
130,96,236,540,1.05,£5-6
131,174,64,480,1.01,£5-6
132,388,361,960,2.31,£7-9
133,664,376,720,2.2,£6-8
134,577,236,900,1.76,£6-8
135,124,781,720,1.55,£5-7
136,32,112,720,1.9,£6-8
137,236,715,660,1.47,£5-7
138,580,143,1680,3.65,£10-13
139,121,354,1560,2.86,£9-12
140,656,607,300,0.65,£5-6
141,127,25,1080,2.44,£7-10
142,68,55,840,1.95,£6-8
143,441,272,300,0.48,£5-6
144,95,154,900,2.1,£6-9
145,319,71,540,1.26,£5-6
146,662,163,360,0.81,£5-6
147,325,256,480,1.04,£5-6
148,60,70,1260,2.95,£8-11
149,737,430,600,1.38,£5-7
150,321,817,1560,3.44,£9-13
151,178,270,480,0.99,£5-6
152,107,452,1200,2.49,£7-10
153,6,53,840,1.12,£5-7
154,340,195,600,1.38,£5-7
155,584,760,840,1.97,£6-9
156,571,442,420,1.02,£5-6
157,558,320,360,0.75,£5-6
158,286,759,240,0.52,£5-6
159,715,553,900,1.93,£6-9
160,135,240,780,1.83,£6-8
161,397,248,480,0.97,£5-6
162,717,695,540,1.69,£5-7
163,657,780,1320,3.36,£9-12
164,748,127,840,2.22,£6-9
165,159,324,1620,2.78,£9-12
166,294,167,420,0.71,£5-6
167,773,109,1020,1.78,£6-9
168,620,211,660,2.17,£6-8
169,186,47,480,1.2,£5-6
170,489,46,540,0.6,£5-6
171,361,183,840,2.38,£7-9
172,246,101,480,1.11,£5-6
173,101,66,480,1.12,£5-6
174,533,718,420,1.01,£5-6
175,32,251,360,0.81,£5-6
176,581,674,1140,2.2,£7-10
177,321,732,420,0.7,£5-6
178,28,361,1620,3.43,£10-13
179,792,427,840,1.08,£5-7
180,87,503,900,1.66,£6-8
181,495,491,420,1.06,£5-6
182,506,75,900,2.25,£7-9
183,97,633,780,1.78,£6-8
184,93,697,420,0.66,£5-6
185,322,215,420,1.18,£5-6
186,194,197,540,0.92,£5-6
187,63,512,600,1.83,£5-7
188,81,373,1560,3.29,£9-13
189,374,326,1320,3.41,£9-12
190,503,32,780,1.84,£6-8
191,443,491,480,1.19,£5-6
192,243,250,540,1.2,£5-6
193,109,224,1620,3.23,£9-13
194,119,42,360,0.41,£5-6
195,187,541,900,2.39,£7-9
196,640,376,720,2.48,£6-9
197,363,804,1140,2.87,£8-11
198,207,617,1740,3.85,£12-17
199,229,74,900,2.46,£7-9
200,93,65,720,1.89,£6-8
201,57,14,480,0.85,£5-6
202,69,254,780,1.61,£6-8
203,154,448,2520,6.23,£15-20
204,73,533,360,0.89,£5-6
205,488,443,420,0.79,£5-6
206,112,762,900,2.18,£7-9
207,734,780,600,1.88,£5-8
208,412,135,1620,3.7,£10-13
209,553,578,360,1.02,£5-6
210,13,310,1560,3.58,£10-13
211,323,108,1320,3.54,£9-12
212,132,788,1560,3.77,£10-13
213,270,324,900,1.84,£6-8
214,430,216,240,0.39,£5-6
215,268,280,540,1.08,£5-6
216,653,620,240,0.49,£5-6
217,508,122,240,0.35,£5-6
218,595,300,1080,2.44,£7-10
219,109,15,540,0.62,£5-6
220,14,345,2460,4.97,£13-18
221,123,233,1380,3.31,£9-12
222,331,446,840,2.08,£6-9
223,772,624,240,0.67,£5-6
224,395,314,2040,4.42,£12-16
225,112,154,840,1.97,£6-8
226,264,42,420,1.02,£5-6
227,465,55,540,1.67,£5-7
228,132,452,960,1.68,£6-8
229,746,158,540,1.41,£5-7
230,38,157,240,0.36,£5-6
231,511,499,900,1.92,£6-9
232,626,753,720,1.91,£6-8
233,154,605,2100,3.74,£11-15
234,67,4,720,1.39,£5-7
235,489,213,1860,4.78,£12-16
236,492,460,420,1.06,£5-6
237,424,129,1200,2.27,£7-10
238,427,58,660,1.22,£5-7
239,392,405,240,0.55,£5-6
240,27,199,840,1.44,£5-8
241,544,321,1320,2.89,£8-11
242,368,348,720,1.39,£5-7
243,542,521,780,1.87,£6-8
244,214,131,300,0.79,£5-6
245,639,143,1140,2.79,£8-11
246,758,191,960,2.98,£7-10
247,4,131,480,1.0,£5-6
248,587,85,960,1.46,£6-8
249,807,228,1980,4.82,£12-16
250,539,512,360,0.74,£5-6
251,107,421,780,1.88,£6-8
252,156,331,1560,2.53,£8-11
253,282,719,1020,2.67,£7-10
254,130,33,420,0.73,£5-6
255,219,133,540,1.05,£5-6
256,58,427,720,1.36,£5-7
257,181,2,1140,2.34,£7-10
258,12,227,660,1.2,£5-7
259,222,186,840,2.0,£6-9
260,113,182,1320,2.88,£8-11
261,225,643,300,0.92,£5-6
262,151,591,780,1.62,£6-8
263,573,133,660,1.5,£5-7
264,251,150,2160,5.59,£13-18
265,399,115,900,1.64,£6-8
266,805,392,960,2.57,£7-10
267,281,44,1080,2.3,£7-10
268,374,144,600,1.24,£5-7
269,533,282,480,1.36,£5-7
270,378,686,1260,2.9,£8-11
271,281,290,1680,3.41,£10-13
272,701,638,360,0.91,£5-6
273,356,777,1140,3.22,£8-11
274,19,462,660,1.55,£5-7
275,223,340,1200,2.45,£7-10
276,374,246,1200,2.67,£8-11
277,58,331,480,0.91,£5-6
278,710,192,1740,4.25,£11-15
279,229,412,840,2.04,£6-9
280,14,270,1740,4.37,£11-15
281,94,194,420,1.14,£5-6
282,786,790,360,1.11,£5-6
283,541,167,540,1.29,£5-7
284,516,206,900,2.34,£7-9
285,192,104,1740,3.61,£10-14
286,609,623,540,1.17,£5-6
287,27,527,2460,7.07,£15-21
288,191,389,360,0.73,£5-6
